"source","cleaned_text"
"https://www.cs.uga.edu/","undergraduate majors graduate program research programs school of computing our program covers the design principles of key computing technologies such as hardware, operating systems, database systems, networks, graphics, and artificial intelligence. learn about our undergraduate program undergraduate majors graduate program research programs school of computing our program covers the design principles of key computing technologies such as hardware, operating systems, database systems, networks, graphics, and artificial intelligence. learn about our undergraduate program welcome to the school of computing the school of computing at the university of georgia is one of the leading centers of innovation and academic excellence in the nation. known for its programs in computer science and information technology, the school offers a wide range for all undergraduates and graduates designed to meet the ever-evolving needs of the tech industry. our faculty is filled with distinguished researchers and educators, actively engaging in cutting-edge research across various areas such as artificial intelligence, cybersecurity, and software engineering. with our highly esteemed faculty, students also benefit from excellent facilities and laboratories, fostering a unique hands-on learning environment that encourages each student with exploration and experimentation. emphasizing collaboration through industry and academia, the school equips graduates to thrive in each sector, and empowers them to drive innovation to excel in the dynamic field of computing. information for: faculty/staff alumni view our open positions featured content news spotlight monday, march 24, 2025 uga school of computing advances to national stage at the international competitive programming contest left to right: quentin proels, codey borrelli, tyler simile (team uga 3), john song, rishith auluka, hiep pham (team uga 1), benjamin parker (team uga 4), rishab seshadri, carlos de santiago, raul lopez (team uga 2) feb. 24th, five teams from uga’s school of computing competed in the… read full article upcoming event soc research day april 18 | 1 - 5pm georgia center in masters hall latest news friday, march 21, 2025 uga school of computing’s hack pack team advances to ncae cyber games national invitational this spring, uga’s school of computing’s the hack pack team placed second in the southeast at the national centers of academic excellence in cybersecurity (ncae-c) cyber game and is advancing to the national invitational this april. friday, march 21, 2025 from uga school of computing to nasa: molly mcgrath reaches for the stars morgan mcgrath, right, meets with christina koch, center, a nasa astronaut, during her internship with nasa’s electrical test team. thursday, march 13, 2025 uga joins nextgenai consortium to accelerate ai innovation, education athens, ga. – the university of georgia is joining the nextgenai consortium, a partnership with 14 other leading research institutions and technology company openai to accelerate ai research and education. more news upcoming events april 18 | 1 - 5pm soc research day friday, april 18 2025, 1 - 5pm georgia center in masters hall may 9 | 1 - 4pm spring 2025 commencement friday, may 9 2025, 1 - 4pm georgia center in mahler hall"
"https://www.cs.uga.edu/find-or-contact-us","find or contact us the postal address for the department is : school of computing the university of georgia 415 boyd research and education center athens, ga 30602-7404 tel: (706) 542-2911 fax: (706) 542-2966 for information about the graduate program (phd or ms) : if you are a prospective student with questions, please email our graduate coordinators, drs.liming cai or kyu lee at ( cs-grad-coordinator@uga.edu ). note that all admission decisions are handled by a committee. applicants are to submit all official application for admission documents to the uga graduate school admission office at gradadm@uga.edu or thru slate. for information about the undergraduate program : email our undergraduate advisors, at csciadvising@uga.edu . contact us visit us mission statement"
"https://www.cs.uga.edu/directors-welcome","director's welcome welcome to the website of the university of georgia school of computing, which i am honored to lead, working with our accomplished faculty and dedicated staff. formed through the elevation of the department of computer science to a school, we have a broad mission related to computing advances and education across the entire campus. broadly, i view the objectives of the school of computing as the following: conduct excellent and broad research in core computer science to produce a highly ranked computer science program, which will also lead to better recognition of uga as a premier public research university. offer high quality undergraduate and graduate computer and data science degree programs, including course offerings in new and emerging areas, and incorporating best practices to support the success of students from all backgrounds. emphasize interdisciplinary research activities involving computing to build on and enhance the university’s robust research enterprise across all academic disciplines. provide computing education opportunities for undergraduates and graduate students in other disciplines by developing service courses and interdisciplinary programs, thus contributing to preparation of all students in 21st century skills. be a comprehensive resource for the people and economy of the state of georgia. our research and education capabilities feature excellence and deep expertise in the following very critical areas of the current times: artificial intelligence (including machine learning, computer vision, and robotics), security and privacy, biomedical computations (including bioinformatics and applications of ai and data sciences to biology and health related applications), computer systems (including high-end, cloud, edge, and mobile computing), and human computer interaction (hci). we offer undergraduate and master's programs in both computer science and data science (the latter joint with the department of statistics); a ph.d. program in computer science; masters in cybersecurity; and certificate programs in computing, applied data sciences, and cybersecurity. these are indeed exciting times in computing – the fourth major wave of a computing possible through the confluence of advances in artificial intelligence, internet of things, and edge computing. the uga school of computing is at the center of these advances, both through core research and education and with interdisciplinary collaborations that capture exciting, new applications. i invite you to join us. gagan agrawal director, uga school of computing view uga's announcement for more details contact us visit us mission statement"
"https://www.cs.uga.edu/newsletter","newsletter 2024 school of computing newsletter"
"https://www.cs.uga.edu/media-contacts","media contacts media information members of the broadcast and print media who are interested in doing a story on some aspect of our school's research or other activities should contact: school of computing 415 boyd research and education center university of georgia athens, ga 30602-7404 phone : 542-2911 fax: ( 706) 542-2966 e-mail : tbd a member of the school will work with you and coordinate with the appropriate researchers or other school personnel to help you obtain the information you need. if you wish to visit the school, she will also work with you to set up the schedule and details of your visit. photographs contact the school to obtain permission to use school photographs. the school has a selection of photographs depicting current and past research projects, as well as other school activities. many of these are owned by the school. other photographs are the property of professional photographers and cannot be reprinted in non-school publications without first obtaining permission from the photographer that holds copyright. a member of the school will help you follow correct procedure. reprint/rebroadcast permissions requests to reprint photographs and rebroadcast video footage should be made to the school. research information on the web most of the school's research projects include information about their work on the project's website. researchers often find they are too busy to update their pages frequently with their most recent developments. before using information from project websites for a story, check with the project contact to determine that the information is the most current."
"https://www.cs.uga.edu/events","upcoming events april 18 | 1 - 5pm soc research day friday, april 18 2025, 1 - 5pm georgia center in masters hall may 9 | 1 - 4pm spring 2025 commencement friday, may 9 2025, 1 - 4pm georgia center in mahler hall news newsletter events past events media contact"
"https://www.cs.uga.edu/news-and-events","news & events this is the page for news and events for the school of computing. view all news view all events"
"https://www.cs.uga.edu/events/past","past events event type - any - colloquia faculty visits items per page 10 25 50 prospective undergraduate student information session december 6 | 2 - 3:30pm driftmier engineering center, room 1240 - 597 d.w. brooks drive prospective undergraduate student information session november 22 | 2 - 3:30pm driftmier engineering center, room 1240 - 597 d.w. brooks drive acm-w girls.code() november 20 | 6 - 7pm 323 boyd - 200 d.w. brooks drive women in cybersecurity november 19 | 4 - 5pm virtual 40 years of ai achievements at uga art recesso, vice chancellor for academic innovation (university system of georgia) october 28 | 2 - 5:20pm dogwood room of the uga georgia center study abroad info session: learn more about soc study abroad at oxford summer 2025 august 7 | 5 - 6pm virtual ai research day 2024 april 22 | 2 - 3pm tate center reception hall ai and data science across disciplines symposium november 30 | 10am - 2pm georgia center for continuing education - masters hall school of computing research day dr. irfan essa, college of computing (georgia tech) november 17 | 2pm georgia center - mahler hall school of computing: 2023 commencement may 12 | 1pm mahler hall, georgia center, 1197 lumpkin street, athens, georgia 30602 school of computing research day 2022 october 27 | 2pm memorial hall ballroom ugahacks makeathon october 1 | 9am driftmier engineering spring 2021 departmental commencement ceremony may 14 | 1pm virtual event ugahacks: february 5th - 7th february 5 | 6:30pm virtual event cybersecurity lecture series: professor angelos keromytis - the evolving role of and challenges for university cybersecurity r&d in the u.s. angelos keromytis, (georgia institute of technology) december 7 | 1pm virtual event fall 2020 computer science undergraduate research support fund deadline - december 1, 2020 december 1 | 5pm apply online fall 2020 hahn family scholarship fund deadline - november 15, 2020 november 15 | 5pm apply online fall 2020 albright scholarship fund deadline - november 15, 2020 november 15 | 5pm apply online fall 2020 kittle computer science scholarship fund deadline - november 15, 2020 november 15 | 5pm apply online spring 2021 graduate domestic application deadline - november 15, 2020 november 15 | 5pm apply online guest lecture: dr. arthur choi - using symbolic artificial intelligence to explain statistical machine learning arthur choi, department of computer science (university of california at los angeles) november 6 | 11am virtual event spring 2021 graduate international application deadline - october 15, 2020 october 15 | 5pm apply online priority deadline for fall 2020 international applications - april 15, 2020 april 15 | 5pm apply online faculty candidate talk - system security march 16 | 10:30am boyd gsrc - 202 faculty candidate talk - ai security march 13 | 10:30am boyd gsrc - 202 faculty candidate talk - system security march 11 | 1:15pm boyd gsrc - 202 faculty candidate talk - ai security march 9 | 10:30am boyd gsrc - 306 faculty candidate talk - system security march 6 | 10:30am boyd gsrc - 306 faculty candidate talk - ai security march 4 | 1:15pm boyd gsrc - 306 faculty candidate talk - natural language processing february 7 | 10am boyd gsrc - 306 spring semester classes begin january 7 | 12am no specific location graduate domestic application deadline - november 15, 2019 november 15 | 5pm apply online computer science day october 25 | 2pm memorial hall graduate student orientation august 12 | 2:30pm boyd gsrc - 328 2014 computer science research day april 4 | 4:15pm kellogg concourse (2nd floor) in the georgia center prof. lois delcambre will give a talk on wednesday mar. 26 march 26 | 2pm aderhold hall g23 deans conference room colloquium announcement for shannon quinn (cs faculty candidate) on monday, mar. 17 march 17 | 3:30pm room 328 boyd gsrc colloquium announcement for dr jun kong (cs faculty candidate) on friday, march 7 march 7 | 10:10am room 328 boyd colloquium announcement for dr metin aktulga (cs faculty candidate) on friday, feb. 28 february 28 | 10:10am room 328 boyd gsrc colloquium announcement for xiangnan kong (cs faculty candidate) for monday, feb. 24 february 24 | 3:30pm room 328 boyd gsrc colloquium announcement for dr. lidan wang for monday, feb. 17 february 17 | 3:30pm room 208 boyd gsrc the future of robotics november 20 | 11:15am boyd 208 large-scale sparse learning for biomedical data october 28 | 1:30am boyd gsrc 208 news newsletter events past events media contact"
"https://www.cs.uga.edu/research-clusters-1","research clusters the faculty of the school of computing is composed of energetic and creative professors whose interests cover many of the growing or emerging research areas in computer science. the department has various research groups and labs and several of them have significant external funding. particular strengths include theory, systems, information systems, and artificial intelligence. research clusters algorithms and combinatorics the design and analysis of advanced algorithms is useful in a variety of applications. combinatorial analysis of discrete structures is important in analyzing algorithms as well as in understanding the properties of the discrete structures themselves. established research at uga in this area has… artificial intelligence artificial intelligence is the computer modeling of intelligent behavior, including but not limited to modeling the human mind. we see it as an interdisciplinary field where computer science intersects with philosophy, psychology, linguistics, engineering, and other fields. example areas of ai… bioinformatics and health informatics biology is increasingly considered to be a data-intensive discipline, replacing earlier hypothesis-driven and lab oriented approaches. a large mass of experimental data (e.g., genomic data at sequencing center, proteomic and glycomics data generated using high throughput experiments) is being… computational genetics recently, a number of technical advances in molecular biology, such as cloning and sequencing dna fragments, have resulted in a new approach to genetics. where traditionally genetics has proceeded from a phenotype to a dna fragment (gene), the new genetics with its molecular tools often proceeds in… computational intelligence in conjunction with the artificial intelligence center, several studies in computational intelligence have been conducted. genetic algorithms and simulation are used to find good (in many cases near-optimal) solutions to hard problems that are intractable using traditional techniques. examples… computer networks networks are becoming increasingly complex as the needs for speed, bandwidth, robustness, and security increase. the network research group focuses on the problem of building efficient, scalable and secure networks and applications. the research topics include building fast packet forwarding and… computer vision and image processing a variety of problems in low- and high-level vision are studied. the low-level vision (i.e. image processing) problems being addressed are edge detection, stereo correlation, contour grouping, image segmentation, and figure-ground discrimination. various computational approaches such as genetic… computing education teaching is helping people acquire knowledge, skills, attitudes, and beliefs. research is discovering truth and inventing solutions. teachers teach computing, whereas computing education researchers discover what is true about the teaching and learning of computing, and invent new techniques for… cortical architecture imaging and discovery the caid (cortical architecture imaging and discovery) lab's research mainly focuses on the discovery of structural and functional architectures of the cerebral cortex via brain imaging and computational modeling. our long-term goals are to discover the fundamental principles that sculpt… databases and distributed information systems today's information systems utilize a variety of sophisticated software tools and systems. database systems form the core technology supporting modern information systems. previous work in this area has focused on semantic data models, knowledge-based systems, transaction management, gui query… human-centered computing human-centered computing (hcc) prioritizes people, culture, and society in the design, implementation, and investigation of computing ecosystems. computers are designed by people for people. hcc is an approach to computing that focuses on ensuring humanity is at the core of computing technology. operating systems the scope of the operating system research includes scheduling, caching, storage systems, distributed systems, security and performance. the operating system group in uga studies the os support for a variety of devices, ranging from battery powered sensors, to standard desktop pcs, and to… parallel and distributed computing parallel processing the parallel processing group is pursuing both the advanced use and the development of parallel processing systems. since parallel processing systems are being used in the most compute-intensive applications, we have been investigating the implications of parallel processing in the areas of… real-time systems in real-time systems, many events have specific timing constraints. if these constraints are violated, a system failure occurs. these types of systems are used in many applications incuding airplane autopilot systems and powerplant controllers. because these systems are often used… robotics the main focus of the robotics research group is the development of autonomous mobile robots (amrs). with amrs there are two primary issues to deal with: (1) cognitive behavior, and (2) motion. cognitive behavior addresses problem solving using sensory inputs and desired goals. motion deals with… scientific computation modern numerical analysis uses high performance computing machines to solve complex mathematical problems for which simple analytic solutions are not available. semantic web and semantic web processes service oriented architectures, especially with the use of web services to provide loosely coupled approach to develop distributed systems, is gaining wide industry acceptance. the semantic web has emerged as the vision of the next generation of the web, in which meaning is associated with web… simulation simulation involves the creation of a computer model of some real-world phenomenon and the execution of that computer model. systems that are modeled include air-traffic, ground traffic, inetwork behavior, insect swarms and more. one aspect of work in this field is the creation of better models,… research in the news research clusters"
"https://www.cs.uga.edu/news/all","news monday, march 24, 2025 uga school of computing advances to national stage at the international competitive programming contest left to right: quentin proels, codey borrelli, tyler simile (team uga 3), john song, rishith auluka, hiep pham (team uga 1), benjamin parker (team uga 4), rishab seshadri, carlos de santiago, raul lopez (team uga 2) friday, march 21, 2025 uga school of computing’s hack pack team advances to ncae cyber games national invitational this spring, uga’s school of computing’s the hack pack team placed second in the southeast at the national centers of academic excellence in cybersecurity (ncae-c) cyber game and is advancing to the national invitational this april. friday, march 21, 2025 from uga school of computing to nasa: molly mcgrath reaches for the stars morgan mcgrath, right, meets with christina koch, center, a nasa astronaut, during her internship with nasa’s electrical test team. thursday, march 13, 2025 uga joins nextgenai consortium to accelerate ai innovation, education athens, ga. – the university of georgia is joining the nextgenai consortium, a partnership with 14 other leading research institutions and technology company openai to accelerate ai research and education. monday, january 13, 2025 codehub fall '24 winners congratulations to [from left] natalie mayer, hilton del valle, wilber clonts, and colton karaffa for being the first place winners of codehub's fall '24 project track. pagination current page 1 page 2 page 3 page 4 page 5 page 6 page 7 page 8 page 9 … next page ›› last page last »"
