"source","cleaned_text"
"unknown",""
"unknown","the english department at the university of georgia is a diverse scholarly community of more than 40 faculty, 70 graduate students, and more than 400 undergraduate majors and minors held together by a common commitment to preserving, transmitting, and extending the rich cultural legacy of the english language. at the core of our discipline lie the complex skills of reading and writing, and though these can be productively applied to a wide range of professional goals our own work as scholars and teachers strives to deepen our understanding of the critical and creative imagination. a sympathetic participation in the verbal worlds of other times and places, drawing on the full range of linguistic tools, historical knowledge, and interpretive experience at our disposal, allows our students to enhance their appreciation for expressive possibility. the diversity of the faculty's interests and research methods helps ensure that an english major at the university of georgia develops a sophisticated, practical grasp of the central role that language plays in the preservation of human institutions."
"unknown","the graduate faculty in african american and multicultural studies conduct research and teaching focused on the literature, culture, and music of people of color in the united states. our particular strengths are in african american and native american studies. our areas of specialization within african american studies include slavery and abolition, the post-bellum, pre-harlem era, the harlem renaissance, and the chicago renaissance, along with the study of performances of race and gender, african american and black feminist criticism and theory, contemporary african american prose and poetry, and the craft of writing. our areas of specialization within native american studies include native american renaissance, contemporary native literatures of north america, native film, american indian literary nationalism, native women writers, and the relationship between native and chicano/a cultures at the u.s./mexico border. faculty in this area also hold joint appointments or affiliations with a variety of programs at the university of georgia, including the institute for african american studies, the institute of native american studies, latin american and caribbean studies institute, the institute for women's studies, and the creative writing program. graduate students in african american and multicultural studies can earn additional certificates in women’s studies and native american studies. students participate in a variety of opportunities to conduct research outside of the classroom, share their writing, and join networks of scholars and students across disciplines. at the langston hughes review , students serve as editorial assistants and manuscript reviewers, and they have published revised conference and seminar papers for publication in this journal. graduate students in the area can work in unpaid research assistantships to develop instructional components of the civil rights digital library initiative , an online project that features archival footage from the university's walb and wsb newsfilm collections. research assistants for the crdl have published essays on african american literature, film, and culture for the new georgia encyclopedia and in reference volumes for national presses. additionally, graduate students have helped organize and/or participated in recent events such as new voices in american literature: a multicultural symposium (2007), native american literary nationalism conference (2007), black poets lean south: a cave canem symposium (2008), native american & indigenous studies association (2008), and beyond the movement: global and contemporary freedom struggles (2009). faculty in the area also administer two list-serves - asail, the national list for the association of the study of american indian literature, and msis-l, a regional list for multicultural studies scholars - which both provide forums where our students can ask research questions, get assistance with problems in the classroom, stay abreast of current debates and publications, and find calls for papers for conferences and publications. a resource page for graduate students working in native american literature has also been assembled: na grad links the university libraries contain many special collections in african american and multicultural american studies. the richard b. russell library houses photographs, interview transcripts, documentary films, and other archival materials of the foot soldier project for civil rights studies . the digital library of georgia of georgia includes historic african american newspapers and books, blues and vaudeville selections from african american theater, southeastern native american documents, including a digitized, searchable version of the cherokee phoenix, and other relevant databases.in addition to news film of the civil rights era, the walter j. brown media archives contains amateur movies, peabody award-winning documentary programs, and television shows featuring topics in african american and native american studies. finally, we provide access to such electronic resources as african american biographical databases, 19th-century african american newspapers, african american poetry, ethnic newswatch, and the native american studies subject guide."
"unknown","admission. the university of georgia department of english accepts into its m.a. programs students who present a b.a. in english or its equivalent, and a solid undergraduate grade-point average (at least a 3.0), especially in english courses (3.65 or better), as well as positive letters of recommendation and other evidence of scholastic achievement, including proficiency in writing. course work. the m.a. program at the university of georgia encourages students to take courses in a variety of areas to broaden and deepen their literary and critical backgrounds. the program offers a two-year degree, which requires 30 hours of course work (one course is three hours of credit), at least three hours of which must represent research on their thesis. students must also demonstrate reading knowledge of an approved foreign language. students will complete a core requirement of one course from each of three literary divisions: students will also specialize in an area of concentration (defined as three related courses) from one of our thematic arcs. students will round out their program of study with a course from another thematic arc plus two electives. major professors and advisory committees help students plan appropriate courses of study and otherwise offer advice and encouragement. general examination. at the end of their course work, students must pass an oral examination covering their course of study, a portfolio of three essays written in their courses, and a selective list of major works studied. the student's major professor will offer guidance on selecting the papers and compiling the reading list. thesis project. the m.a. thesis project of about 50 pages is submitted for approval in the student's final semester of study. it may be developed from a class paper or be the product of original research and study. it may take the form of an academic thesis (necessary for those considering a ph.d. program here or elsewhere); a pedagogical study, such as a curriculum or a teaching approach to a text; or a project employing methods from one of the concentrations, such as a computer program or an edition. all options require a written component, referred to institutionally as the thesis. the thesis project is prepared under the guidance of the major professor and advising committee. once the thesis project is approved in final form, the student must pass a one-hour oral examination, given by the candidate's committee. admission. to qualify for admission, an applicant must hold at least a b.a., and preferably an m.a., in english; have a high grade-point average (at least 3.0 in undergraduate studies), especially in english courses (3.65 or better in undergraduate english classes). in addition, applicants should provide supportive letters of recommendation and other evidence of scholastic achievement, including proficiency in writing. while most of the applicants who are admitted in the ph.d. program already hold a master's degree in english, applicants with exceptional undergraduate records may be admitted directly into the doctoral program without an m.a. course work. students entering the program with the m.a. will take a minimum of 27 hours of course work (one course is three hours of credit) before admission to candidacy, three hours of which must be dissertation research (9300). students entering the program with a bachelor's degree will take a minimum of 45 hours of course work, exclusive of research hours, before admission to candidacy. the program allows students to select courses and areas for examination with the advice and direction of a major professor and advisory committee. advisory committee. for each entering student, the graduate coordinator serves as the first advisor and then appoints a temporary major advisor, who provides counsel on course work and general directions for study. before the end of the first year of study, the student should select a major professor and constitute an advisory committee. the chair of the advisory committee (the major professor) will usually be the prospective director of the dissertation. for many students the success of their program of study depends on a and productive relationship with the major professor. course requirements. ordinarily, the student who enters with an m.a. spends the first two years of study completing course work, the third year studying for the written and oral examinations, and the fourth year completing the dissertation. the student who enters with a b.a. devotes the first three years to course work, the fourth year to studying for the examination, and the final year to completing the dissertation. some students move through the program at a faster pace. there are no required courses, but the student's advisory committee may recommend or require specific courses that provide a foundation for the dissertation, address particular gaps in a student's preparation, or round out a special area of concentration. research skills requirement. doctoral students must fulfill the research skills requirement, which can be done so--as detailed in the graduate student handbook--in a variety of ways. the first way to to demonstrate reading knowledge of two foreign languages; the second way is to demonstrate proficiency (a higher level of language fluency) in one foreign language; the third way is to demonstrate reading knowledge of one foreign language and competence in specified research skills. the student's advisory committee must approve the language or languages offered, and the graduate committee must approve any proposed set of research skills (such a plan of study should involve substantial study taken at the graduate level outside the english department). new graduate students should plan to satisfy this portion of their degree requirements as soon after matriculation as possible. comprehensive examinations. no later than the end of the third year, the student will complete his or her written and oral comprehensive examinations. these examinations are administered by a three-member examining committee (the student's advisory committee) appointed by the graduate coordinator in consultation with the student's major professor. the examinations cover three areas chosen from the approved areas listed in the graduate student handbook by the student and approved by the student's advisory committee. a reading list is composed for each area of examination in consultation with the examining faculty member of the advisory committee. the written portion of each of the three exams is typically a field survey or literature review of approximately 20 pages (excluding bibliography) of each examination area, as directed by the examining faculty member of the advisory committee. an oral portion of the exam provides time to follow up on the written component, as well as to discuss the items on the reading list. in addition, all students prepare a \"project description,\" which is a preliminary discussion on the students' dissertation topic. this is an 8-10 page document, with an accompanying annotated bibliography. the project description defines a research question that is worth pursuing and demonstrates the student's ability to answer it. the oral exam provides the opportunity for early feedback on the dissertation project. the university of georgia offers the ph.d. in english with creative dissertation. the ph.d. is not a creative writing degree. rather, it gives students enrolled in an academic program the opportunity to do creative work. academic standards and program requirements for are the same for creative writing students as those for non-creative writing students (see above) with the following exception: creative writing students are expected to take at least one creative writing class per year (engl 6800 or 8800) as part of their required course work. 6800: topics in form and craft (3 hours---maximum 9 hours)---an exploration of topics and issues around the act of writing. sample courses include the first book of poetry, the art of translation, the art of the book, novel form, novel genres, and publishing and editing. 8800: seminar in creative writing (3 hours---maximum 9 hours for credit) advanced instruction in the craft of writing, including all genres, such as fiction, non-fiction, and poetry. please see the creative writing website for further information about the opportunities afforded to students who join us in the pursuit of their ph.d."
"unknown","the uga graduate program in english offers a full range of courses in american literary studies, including standard courses in literary periods, genres, and major authors, as well as topics courses; our approaches and methods are similarly diverse. we routinely offer author seminars on major writers (william faulkner, ernest hemingway, langston hughes), literary movements (e.g. \"the new york school poets,\" \"mid-century moderns\"), and approaches to american literature and popular culture (e.g. “constructions of race in the american novel”). seminar topics change frequently according to faculty research interests. in recent years our seminar offerings have included \"the harlem renaissance,\" \"american confessional poetry,\" \"the african american aesthetic,\" \"the southern renaissance and after,\" \"museums, modernism, memory,\" and \"encyclopedic form: the cantos and the arcades project.\" the american literature faculty are a large and diverse group whose research and teaching interests constitute one of the department's core strengths. we are particularly strong in american modernism, southern literature, and multicultural and african american literature. three of the department's chaired professors teach in american literature. in addition to faculty strengths, graduate students specializing in american literature have access to a rich array of department and university resources. our primary research facility is the main library, which houses the hargrett rare book and manuscript library . holdings in the hargrett include the manuscript collection ; the georgiana collection , documenting the history of georgia; the southeastern native american documents collection , an assortment of some 2000 documents and images from the years 1730-1842; the derenne georgia library , containing printed materials relating to the early history of georgia; a number of civil war diaries and related papers ; and an extensive broadside collection . the library's electronic resources include literature online, women writers online, american periodicals series online, american poetry 1600-1900, early american fiction 1789-1875, early american imprints 1639-1819, project muse, and jstor, all accessible through galileo , the libraries' database collection. two english department lecture series bring in a regular rotation of scholars in the field of american literature. the eidson lecture series, sponsored by j.o. eidson professor james nagel, and the lanier speakers series, sponsored by helen s. lanier professor jed rasula, have in recent years featured prominent americanists donald pizer, michael awkward, marjorie perloff, louis menand, and robert o'meally, among many others. the uga history department sponsors a regular colloquium series, the georgia workshop in early american history and culture . other colloquium series and reading groups are also available to students or faculty who wish to organize them. a number of ongoing faculty research projects provide students with opportunities to earn money while developing their own research, editorial and technical skills. graduate students most recently have worked on the writings of henry david thoreau ; the hemingway letters project ; the digital library of georgia and its related multicultural archives ; the annual review of literature, american literary scholarship ; the civil rights digital library initiative ; and various lecture series. in addition, uga graduate school research assistantships provide funding for graduate students to offer research help to american literature faculty who are writing books and articles. the varied demands of these assistantships bring valuable expertise to our students. at the same time, faculty encourage students to pursue their own research projects, and a combination of funding sources from the department, university, and graduate school makes it possible for students to attend national and international conferences and to travel to archives to conduct research for their theses and dissertations. a generous endowment from the hugh kenner professorship fund, established in 2006, enables graduate student travel: our first recipient visited the jack kerouac archives at the new york public library's berg collection; other sources have funded graduate student travel in the south to interview former civil rights activists. our students have recently presented papers at national and international conferences on henry james (venice, italy); ernest hemingway (ronda, spain); richard aldington (les saintes maries-de-la-mer, france); charles brockden brown (new york); robert penn warren (bowling green, ky); toni morrison (cincinnatti); and new directions in american indian research (chapel hill). they regularly present their work at the national meetings of the american literature association ( boston and san francisco ); the college language association ; twentieth-century literature and culture (louisville); and the annual mla convention. because of strong faculty encouragement and institutional support, our graduate students have been successful in publishing their work in prominent places. their dissertations have been published by ohio state university press, louisiana state university press, routledge, and the university of georgia press , among others. they have also published essays in important journals and edited collections. finally, the department offers many opportunities for advanced graduate students to teach undergraduate courses in american literature. working alone or as teaching assistants for professors, qualified graduate students may teach one of the sophomore american literature surveys and occasionally upper-division courses. the robert e. park postdoctoral teaching fellowship is awarded each year to our most qualified ph.d.s, providing graduates the opportunity to develop a full range of undergraduate courses."
"unknown","consider the dual degree. now you don't have to choose between two worlds -- you can get the best of both. the department of english and the college of education have worked together to combine the degree requirements of the a.b and the b.s.ed. the result is a dual degree in english/english education that provides the satisfaction of a broad-based liberal arts education plus pre-professional training and certification. if you are planning to do this program, you will need to be advised in both the english and the education departments. this is crucial to assuring that you satisfy all requirements of both programs. please contact jim kallerman (jkallerm@uga.edu) in the english department and laurie zielinski (lhaworth@uga.edu) in the college of education for information on advising. please note: you must have the same tentative graduation date listed on both your english and english education majors in order to meet the requirements for dual degree status. view the english ed. curriculum . check out the college of education requirements and admission process for english education for all kinds of information on teaching, check out the national council of teachers of english ."
"unknown","the phd in english literature with creative dissertation at the university of georgia is for writers who wish to advance their expertise and sophistication as scholars. our students are accomplished poets, fiction writers, essayists, translators, and interdisciplinary artists who are ready to move beyond the studio focus of the mfa to a more intensive program of literary study. over the course of the five-year program our students develop research specialties that complement their writing practice and prepare them professionally for a teaching career at the university or college level. our creative writing faculty are nationally and internationally recognized writers and translators with academic specializations in a variety of literary and theoretical fields, including genre theory, poetics, global literature, native american literature, african american literature, postcolonial literature, and translation studies. our program fosters serious conversations among our students about aesthetics and criticism, experience and culture, and politics and history—not only in the classroom but through public readings and lectures. our faculty and students play an active role in the cultural life of athens, both as artists and organizers. during the first two years of study our ph.d. candidates select from course offerings in the english department, seminars that signal both our faculty’s recognition of intellectual and disciplinary change and our abiding commitment to traditional literary history. each student takes at least one creative writing course a year in addition to courses in various literary specialties. a list of our department’s recent graduate course offerings can be found here . prior to beginning their third year, students prepare reading lists for comprehensive exams in three academic research fields of their choosing. every cwp student chooses “forms and craft” as one of their exam areas. this reading list serves as a research field unique to each writer’s approach to their particular genre. some of the “forms and craft” lists designed recently by cwp students include, “the midwestern novel”; “occult and visionary poetics”; “history of surrealism”; “monstrosity in epic poetry”; and “literary translation: theory and practice.” the two other exam fields should complement and expand the student’s areas of expertise beyond craft in order to broaden their historical and theoretical understanding of literature. in recent years, cwp students have elected to take exams in fields such as, “a global history of the novel,” ”modernism and the historical avant-garde,” “aesthetic theory,” ”african american literature,” “latinx literature,” “ecopoetics,” “the southern novel,” “lyric theory,” and “science fiction.” typically the exam committee is headed by a member of the creative writing faculty and two other professors from the department at large, experts in the respective exam areas. during the third year students read in preparation for written and oral exams. each written exam takes the form of a twenty-page written exhibit in which the student answers a directive question formulated in conjunction with the exam area’s director. this exhibit should demonstrate the student’s grasp of the field as a whole and serves as a demonstration of their ability to teach in this area at the undergraduate level. once the student has passed written exams, they are admitted to an oral exam overseen by the exam committee as a whole. once the student passes both oral and written exams, they are admitted officially to candidacy for the phd and begin working on their dissertation. during their fourth and fifth years cwp students complete a creative dissertation with a critical introduction. the dissertation typically is a full-length work in a single genre—a work of fiction, creative non-fiction, or poetry. the introduction is the author’s scholarly address to their audience. in the past students have used the introduction as a scholarly analysis of the state of the genre, a critical meditation on process informed by literary history, or a theoretical tracing of literary influence."
"unknown","this scholarship will be awarded to an outstanding english major. candidates, who are nominated by faculty, must have a gpa of 3.6 and have completed at least six upper-division english courses. the winner must be enrolled at the time of winning the award. faculty wishing to nominate a student should submit a letter of recommendation to the undergraduate office. nominees for the award will then be asked to submit the following: a committee appointed by the head in consultation with the undergraduate coordinator will judge the nominees based on their submitted materials, academic records, and faculty recommendations. this scholarship is awarded to the outstanding rising junior in the english department. candidates, who are nominated by faculty, must have a gpa of 3.6. faculty wishing to nominate a student should submit a letter of recommendation to the undergraduate office. nominees for the award will then be asked to submit the following: a committee appointed by the head in consultation with the undergraduate coordinator judges the nominees based on on their submitted materials, academic record, and faculty recommendations. the english department awards three undergraduate essay prizes for critical writing at the upper-division level: one for an essay focused on primary materials, one for an essay that makes extensive use of secondary sources, and one, the anita morrison thomas essay award, for an essay devoted to a culturally diverse and/or female author. faculty members may nominate no more than two essays written by their students. to nominate a student, the faculty member should submit the following to the undergraduate office, either in hard copy, or as digital attachments: every year, undergraduate students are invited to enter the annual virginia rucker walter poetry prize. students may submit up to three poems for consideration. the competition is judged by a different uga creative writing ph.d. program alumna/us each year. information on how to enter the contest will be circulated through the english department's undergraduate listserv in february. if you have any questions, please email the creative writing program: cwp@uga.edu this scholarship provides a generous contribution toward uga tuition for the following year. candidates must have a gpa of 3.0 or higher, a declared major in english, and demonstrated financial need, as determined by uga’s office of student financial aid. only students who have applied for financial aid through osfa are eligible. preference is given for rising juniors or seniors, and recipients must be planning to enroll for the following fall term. the undergraduate coordinator will send out a call for applications in january or february each year. applicants will be asked to submit: this scholarship provides a generous contribution toward uga tuition for the following year. candidates must be rising juniors or seniors, with a gpa of 3.3 or higher (above 3.5 is preferred), and a declared major in english. preference is given to students with financial need, as determined by uga’s office of student financial aid. recipients must be planning to enroll for the following fall term. the undergraduate coordinator will send out a call for applications in january or february each year. applicants will be asked to submit: named in honor of faculty member dr. r. baxter miller, this fund provides monetary awards for excellence in african american and multicultural literature by graduate and undergraduate students. the competition is open to undergraduate and graduate students in the department of english; students in african american studies and romance languages may also be considered, if the selection committee assesses their literary work as appropriate and competitive. application packages should be submitted to the department head’s office. the selection committee will recognize one undergraduate student and one graduate student. to be eligible, candidates can not be graduating in may or august of the current year and must have a gpa of 3.3 or higher (preferably 3.5 in the major). applications for this award should include: the creative writing program in the department of english runs the annual spark fellowship competition. this is an opportunity for undergraduate study abroad combining creative writing with cultural translation. the spark fellowship provides financial support of up to $4,000 for a student’s independent summer study abroad, involving the pursuit of a project that will combine creative writing and cultural translation. the term cultural translation encompasses a wide variety of possible projects, including the literary translation of texts into english or the reflection of intercultural experiences through language or art. previous projects have included the creation of a blog that was updated daily with observations, photographs, and short videos; and a short documentary film featuring interviews with relevant scholars and artists. learn more at: https://english.uga.edu/ spark"
"unknown","the english department at the university of georgia offers both ma and phd degrees. our phd program is primarily intended for students pursuing a career in college and university teaching and research. for further information, please see the prospective student section of our website, which also contains information on how to apply . our master’s program serves many intellectual and career goals, from further phd work elsewhere to careers in education, publishing, law, public outreach – any field that values advanced critical thinking and research abilities. as a large program, we offer a wide variety of courses, ranging from the traditional to the innovative, that signal our recognition of intellectual and disciplinary change as well as our commitment to traditional literary history. course offerings arise from faculty research interests, and our program encourages students to follow the example of an intellectually engaged faculty in designing their own programs of study. we know that that the burden of professional development is shared by graduate students and faculty alike, so our faculty works ly with our graduate students to help them develop professionally as scholars and teachers. research, publication, and undergraduate teaching are never distinct practices, so we provide opportunities to connect research with teaching, to present scholarly work to a range of audiences, and to become part of a larger intellectual community. please send initial inquiries to the graduate coordinator, dr. isiah lavender iii, at isiah.lavender@uga.edu or phone at 706-542-2197."
"unknown","the english department begins advising majors in the department when they reach 60 hours. to join the department and to be assigned to an english department advisor, students should review our advising and mentoring page view advising and mentoring page all uga students are required to be advised every fall and spring semester. you can’t register until you’ve had your advising appointment. make an appointment shortly after drop/add to avoid a last-minute rush that might impact your ability to register on time. if you have questions about making an appointment, email your advisor. how to find your advisor in sage make an appointment in sage if you do not have an advisor in sage, please email askfranklin@uga.edu . your advisor and advising location will be assigned based on your major listed in athena and your number of earned credit hours. to meet with the correct advisor, make sure your major is correct in athena. (note: students with more than one major should be advised in each department.) how to check and change your major changing your major: if you have recently changed your major but have not been assigned a new advisor, please contact askfranklin@uga.edu . note: students with more than one major should be advised in each department. all incoming first-year and transfer students will be advised at their in-person orientation session. make sure to check out the new student orientation site for information about signing up for your orientation session and keep an eye on your inbox for new information. advisors are not able to meet with incoming students or clear their registration holds before their in-person orientation session. unsure which major you want? it is ok to be unspecified! select an ab or bs unspecified major in athena. the exploratory center advises unspecified/undecided students. request appointment with an explore advisor honors advisors and advising locations vary by your major in athena and hours earned. please refer to your sage network at sage.uga.edu to find your advisor’s contact information. for details, see the honors website . make an appointment in sage"
